  1997 Jan- 6 to Jan-10, 
  2016 Nov- 7 to Nov-11,2.37
  2016 Nov- 7 to Nov-11,2.34
  2016 Nov- 7 to Nov-11,2.22
  2016 Nov- 7 to Nov-11,2.08
  2016 Nov- 7 to Nov-11,2.08
  2016 Nov-14 to Nov-18,2.26
  2016 Nov-14 to Nov-18,2.49
  2016 Nov-14 to Nov-18,2.49
  2016 Nov-14 to Nov-18,2.37
  2016 Nov-14 to Nov-18,2.60
  2016 Nov-21 to Nov-25,2.81
  2016 Nov-21 to Nov-25,2.73
  2016 Nov-21 to Nov-25,2.76
  2016 Nov-21 to Nov-25,2.76
  2016 Nov-21 to Nov-25,2.76
  2016 Nov-28 to Dec- 2,2.96
  2016 Nov-28 to Dec- 2,3.02
  2016 Nov-28 to Dec- 2,3.32
  2016 Nov-28 to Dec- 2,3.32
  2016 Nov-28 to Dec- 2,3.44
  2016 Dec- 5 to Dec- 9,3.44
  2016 Dec- 5 to Dec- 9,3.75
  2016 Dec- 5 to Dec- 9,3.80
  2016 Dec- 5 to Dec- 9,3.68
  2016 Dec- 5 to Dec- 9,3.75
  2016 Dec-12 to Dec-16,3.60
  2016 Dec-12 to Dec-16,3.65
  2016 Dec-12 to Dec-16,3.55
  2016 Dec-12 to Dec-16,3.56
  2016 Dec-12 to Dec-16,3.51
  2016 Dec-19 to Dec-23,3.55
  2016 Dec-19 to Dec-23,3.39
  2016 Dec-19 to Dec-23,3.50
  2016 Dec-19 to Dec-23,3.50
  2016 Dec-19 to Dec-23,3.60
  2016 Dec-26 to Dec-30,3.60
  2016 Dec-26 to Dec-30,3.70
  2016 Dec-26 to Dec-30,3.70
  2016 Dec-26 to Dec-30,3.71
  2016 Dec-26 to Dec-30,3.71
  2017 Jan- 2 to Jan- 6,3.71
  2017 Jan- 2 to Jan- 6,3.41
  2017 Jan- 2 to Jan- 6,3.42
  2017 Jan- 2 to Jan- 6,3.42
  2017 Jan- 2 to Jan- 6,3.38
  2017 Jan- 9 to Jan-13,3.14
  2017 Jan- 9 to Jan-13,3.21
  2017 Jan- 9 to Jan-13,3.27
  2017 Jan- 9 to Jan-13,3.36
  2017 Jan- 9 to Jan-13,3.36
  2017 Jan-16 to Jan-20,3.36
  2017 Jan-16 to Jan-20,3.37
  2017 Jan-16 to Jan-20,3.26
  2017 Jan-16 to Jan-20,3.25
  2017 Jan-16 to Jan-20,3.23
  2017 Jan-23 to Jan-27,3.16
  2017 Jan-23 to Jan-27,3.16
  2017 Jan-23 to Jan-27,3.26
  2017 Jan-23 to Jan-27,3.44
  2017 Jan-23 to Jan-27,3.31
  2017 Jan-30 to Feb- 3,3.22
  2017 Jan-30 to Feb- 3,3.00
  2017 Jan-30 to Feb- 3,3.15
  2017 Jan-30 to Feb- 3,3.13
  2017 Jan-30 to Feb- 3,3.13
  2017 Feb- 6 to Feb-10,2.92
  2017 Feb- 6 to Feb-10,3.03
  2017 Feb- 6 to Feb-10,3.05
  2017 Feb- 6 to Feb-10,3.11
  2017 Feb- 6 to Feb-10,3.11
  2017 Feb-13 to Feb-17,2.93
  2017 Feb-13 to Feb-17,2.85
  2017 Feb-13 to Feb-17,2.95
  2017 Feb-13 to Feb-17,2.88
  2017 Feb-13 to Feb-17,2.75
  2017 Feb-20 to Feb-24,2.75
  2017 Feb-20 to Feb-24,2.56
  2017 Feb-20 to Feb-24,2.52
  2017 Feb-20 to Feb-24,2.63
  2017 Feb-20 to Feb-24,2.63
  2017 Feb-27 to Mar- 3,2.44
  2017 Feb-27 to Mar- 3,2.54
  2017 Feb-27 to Mar- 3,2.54
  2017 Feb-27 to Mar- 3,2.59
  2017 Feb-27 to Mar- 3,2.50
  2017 Mar- 6 to Mar-10,2.68
  2017 Mar- 6 to Mar-10,2.68
  2017 Mar- 6 to Mar-10,2.59
  2017 Mar- 6 to Mar-10,2.83
  2017 Mar- 6 to Mar-10,2.98
  2017 Mar-13 to Mar-17,3.04
  2017 Mar-13 to Mar-17,3.02
  2017 Mar-13 to Mar-17,3.02
  2017 Mar-13 to Mar-17,2.84
  2017 Mar-13 to Mar-17,2.85
  2017 Mar-20 to Mar-24,2.93
  2017 Mar-20 to Mar-24,3.09
  2017 Mar-20 to Mar-24,3.02
  2017 Mar-20 to Mar-24,2.93
  2017 Mar-20 to Mar-24,2.97
  2017 Mar-27 to Mar-31,2.94
  2017 Mar-27 to Mar-31,2.95
  2017 Mar-27 to Mar-31,3.03
  2017 Mar-27 to Mar-31,3.08
  2017 Mar-27 to Mar-31,3.13
  2017 Apr- 3 to Apr- 7,3.13
  2017 Apr- 3 to Apr- 7,3.06
  2017 Apr- 3 to Apr- 7,3.22
  2017 Apr- 3 to Apr- 7,3.23
  2017 Apr- 3 to Apr- 7,3.23
  2017 Apr-10 to Apr-14,3.15
  2017 Apr-10 to Apr-14,3.11
  2017 Apr-10 to Apr-14,2.97
  2017 Apr-10 to Apr-14,3.00
  2017 Apr-10 to Apr-14,3.00
  2017 Apr-17 to Apr-21,3.09
  2017 Apr-17 to Apr-21,3.11
  2017 Apr-17 to Apr-21,3.11
  2017 Apr-17 to Apr-21,3.13
  2017 Apr-17 to Apr-21,3.06
  2017 Apr-24 to Apr-28,3.06
  2017 Apr-24 to Apr-28,2.99
  2017 Apr-24 to Apr-28,3.06
  2017 Apr-24 to Apr-28,3.13
  2017 Apr-24 to Apr-28,3.20
  2017 May- 1 to May- 5,3.20
  2017 May- 1 to May- 5,3.13
  2017 May- 1 to May- 5,3.14
  2017 May- 1 to May- 5,3.11
  2017 May- 1 to May- 5,3.10
  2017 May- 8 to May-12,3.06
  2017 May- 8 to May-12,3.03
  2017 May- 8 to May-12,3.03
  2017 May- 8 to May-12,3.23
  2017 May- 8 to May-12,3.24
  2017 May-15 to May-19,3.26
  2017 May-15 to May-19,3.27
  2017 May-15 to May-19,3.27
  2017 May-15 to May-19,3.13
  2017 May-15 to May-19,3.11
  2017 May-22 to May-26,3.24
  2017 May-22 to May-26,3.22
  2017 May-22 to May-26,3.22
  2017 May-22 to May-26,3.10
  2017 May-22 to May-26,3.10
  2017 May-29 to Jun- 2,3.10
  2017 May-29 to Jun- 2,3.10
  2017 May-29 to Jun- 2,3.05
  2017 May-29 to Jun- 2,3.05
  2017 May-29 to Jun- 2,2.85
  2017 Jun- 5 to Jun- 9,2.92
  2017 Jun- 5 to Jun- 9,2.92
  2017 Jun- 5 to Jun- 9,3.06
  2017 Jun- 5 to Jun- 9,2.98
  2017 Jun- 5 to Jun- 9,3.03
  2017 Jun-12 to Jun-16,3.12
  2017 Jun-12 to Jun-16,3.12
  2017 Jun-12 to Jun-16,2.95
  2017 Jun-12 to Jun-16,2.94
  2017 Jun-12 to Jun-16,3.01
  2017 Jun-19 to Jun-23,2.87
  2017 Jun-19 to Jun-23,2.91
  2017 Jun-19 to Jun-23,2.91
  2017 Jun-19 to Jun-23,2.88
  2017 Jun-19 to Jun-23,2.89
  2017 Jun-26 to Jun-30,2.98
  2017 Jun-26 to Jun-30,2.99
  2017 Jun-26 to Jun-30,3.03
  2017 Jun-26 to Jun-30,3.07
  2017 Jun-26 to Jun-30,2.98
  2017 Jul- 3 to Jul- 7,2.98
  2017 Jul- 3 to Jul- 7,2.98
  2017 Jul- 3 to Jul- 7,2.98
  2017 Jul- 3 to Jul- 7,2.89
  2017 Jul- 3 to Jul- 7,2.91
  2017 Jul-10 to Jul-14,2.92
  2017 Jul-10 to Jul-14,2.98
  2017 Jul-10 to Jul-14,3.01
  2017 Jul-10 to Jul-14,2.96
  2017 Jul-10 to Jul-14,2.94
  2017 Jul-17 to Jul-21,3.04
  2017 Jul-17 to Jul-21,3.11
  2017 Jul-17 to Jul-21,3.11
  2017 Jul-17 to Jul-21,3.12
  2017 Jul-17 to Jul-21,3.06
  2017 Jul-24 to Jul-28,2.99
  2017 Jul-24 to Jul-28,2.99
  2017 Jul-24 to Jul-28,2.92
  2017 Jul-24 to Jul-28,2.95
  2017 Jul-24 to Jul-28,2.96
  2017 Jul-31 to Aug- 4,2.87
  2017 Jul-31 to Aug- 4,2.80
  2017 Jul-31 to Aug- 4,2.80
  2017 Jul-31 to Aug- 4,2.76
  2017 Jul-31 to Aug- 4,2.76
  2017 Aug- 7 to Aug-11,2.80
  2017 Aug- 7 to Aug-11,2.81
  2017 Aug- 7 to Aug-11,2.81
  2017 Aug- 7 to Aug-11,2.89
  2017 Aug- 7 to Aug-11,2.96
  2017 Aug-14 to Aug-18,3.02
  2017 Aug-14 to Aug-18,2.96
  2017 Aug-14 to Aug-18,2.94
  2017 Aug-14 to Aug-18,2.91
  2017 Aug-14 to Aug-18,2.90
  2017 Aug-21 to Aug-25,3.00
  2017 Aug-21 to Aug-25,3.00
  2017 Aug-21 to Aug-25,2.94
  2017 Aug-21 to Aug-25,2.97
  2017 Aug-21 to Aug-25,2.93
  2017 Aug-28 to Sep- 1,2.95
  2017 Aug-28 to Sep- 1,2.95
  2017 Aug-28 to Sep- 1,2.95
  2017 Aug-28 to Sep- 1,2.92
  2017 Aug-28 to Sep- 1,2.88
  2017 Sep- 4 to Sep- 8,2.88
  2017 Sep- 4 to Sep- 8,2.88
  2017 Sep- 4 to Sep- 8,2.98
  2017 Sep- 4 to Sep- 8,2.92
  2017 Sep- 4 to Sep- 8,2.88
  2017 Sep-11 to Sep-15,2.88
  2017 Sep-11 to Sep-15,2.88
  2017 Sep-11 to Sep-15,3.02
  2017 Sep-11 to Sep-15,3.03
  2017 Sep-11 to Sep-15,3.00
  2017 Sep-18 to Sep-22,3.11
  2017 Sep-18 to Sep-22,3.18
  2017 Sep-18 to Sep-22,3.13
  2017 Sep-18 to Sep-22,3.11
  2017 Sep-18 to Sep-22,2.93
  2017 Sep-25 to Sep-29,2.96
  2017 Sep-25 to Sep-29,2.96
  2017 Sep-25 to Sep-29,2.98
  2017 Sep-25 to Sep-29,2.96
  2017 Sep-25 to Sep-29,2.94
  2017 Oct- 2 to Oct- 6,2.94
  2017 Oct- 2 to Oct- 6,2.73
  2017 Oct- 2 to Oct- 6,2.80
  2017 Oct- 2 to Oct- 6,2.80
  2017 Oct- 2 to Oct- 6,2.93
  2017 Oct- 9 to Oct-13,2.87
  2017 Oct- 9 to Oct-13,2.89
  2017 Oct- 9 to Oct-13,2.89
  2017 Oct- 9 to Oct-13,2.95
  2017 Oct- 9 to Oct-13,2.99
  2017 Oct-16 to Oct-20,2.87
  2017 Oct-16 to Oct-20,2.88
  2017 Oct-16 to Oct-20,2.81
  2017 Oct-16 to Oct-20,2.83
  2017 Oct-16 to Oct-20,2.80
  2017 Oct-23 to Oct-27,2.95
  2017 Oct-23 to Oct-27,2.95
  2017 Oct-23 to Oct-27,2.98
  2017 Oct-23 to Oct-27,2.91
  2017 Oct-23 to Oct-27,2.78
  2017 Oct-30 to Nov- 3,2.94
  2017 Oct-30 to Nov- 3,2.84
  2017 Oct-30 to Nov- 3,2.68
  2017 Oct-30 to Nov- 3,2.68
  2017 Oct-30 to Nov- 3,2.75
  2017 Nov- 6 to Nov-10,3.01
  2017 Nov- 6 to Nov-10,3.07
  2017 Nov- 6 to Nov-10,3.16
  2017 Nov- 6 to Nov-10,3.18
  2017 Nov- 6 to Nov-10,3.17
  2017 Nov-13 to Nov-17,3.13
  2017 Nov-13 to Nov-17,3.06
  2017 Nov-13 to Nov-17,3.16
  2017 Nov-13 to Nov-17,3.09
  2017 Nov-13 to Nov-17,3.04
  2017 Nov-20 to Nov-24,3.04
  2017 Nov-20 to Nov-24,3.05
  2017 Nov-20 to Nov-24,3.05
  2017 Nov-20 to Nov-24,3.05
  2017 Nov-20 to Nov-24,3.05
  2017 Nov-27 to Dec- 1,2.88
  2017 Nov-27 to Dec- 1,2.88
  2017 Nov-27 to Dec- 1,3.06
  2017 Nov-27 to Dec- 1,3.06
  2017 Nov-27 to Dec- 1,2.84
  2017 Dec- 4 to Dec- 8,2.91
  2017 Dec- 4 to Dec- 8,2.86
  2017 Dec- 4 to Dec- 8,2.86
  2017 Dec- 4 to Dec- 8,2.81
  2017 Dec- 4 to Dec- 8,2.78
  2017 Dec-11 to Dec-15,2.81
  2017 Dec-11 to Dec-15,2.87
  2017 Dec-11 to Dec-15,2.87
  2017 Dec-11 to Dec-15,2.69
  2017 Dec-11 to Dec-15,2.60
  2017 Dec-18 to Dec-22,2.71
  2017 Dec-18 to Dec-22,2.75
  2017 Dec-18 to Dec-22,2.72
  2017 Dec-18 to Dec-22,2.64
  2017 Dec-18 to Dec-22,2.63
  2017 Dec-25 to Dec-29,
  2017 Dec-25 to Dec-29,2.68
  2017 Dec-25 to Dec-29,2.76
  2017 Dec-25 to Dec-29,2.97
  2017 Dec-25 to Dec-29,3.69
  2018 Jan- 1 to Jan- 5,
  2018 Jan- 1 to Jan- 5,6.24
  2018 Jan- 1 to Jan- 5,6.24
  2018 Jan- 1 to Jan- 5,4.65
  2018 Jan- 1 to Jan- 5,NA
  2018 Jan- 8 to Jan-12,2.89
  2018 Jan- 8 to Jan-12,2.93
  2018 Jan- 8 to Jan-12,3.16
  2018 Jan- 8 to Jan-12,3.16
  2018 Jan- 8 to Jan-12,4.06
  2018 Jan-15 to Jan-19,
  2018 Jan-15 to Jan-19,5.46
  2018 Jan-15 to Jan-19,3.92
  2018 Jan-15 to Jan-19,3.92
  2018 Jan-15 to Jan-19,3.20
  2018 Jan-22 to Jan-26,3.13
  2018 Jan-22 to Jan-26,3.35
  2018 Jan-22 to Jan-26,3.54
  2018 Jan-22 to Jan-26,3.54
  2018 Jan-22 to Jan-26,3.58
  2018 Jan-29 to Feb- 2,3.60
  2018 Jan-29 to Feb- 2,3.60
  2018 Jan-29 to Feb- 2,3.34
  2018 Jan-29 to Feb- 2,3.06
  2018 Jan-29 to Feb- 2,2.91
  2018 Feb- 5 to Feb- 9,2.85
  2018 Feb- 5 to Feb- 9,2.75
  2018 Feb- 5 to Feb- 9,2.74
  2018 Feb- 5 to Feb- 9,2.74
  2018 Feb- 5 to Feb- 9,2.66
  2018 Feb-12 to Feb-16,2.60
  2018 Feb-12 to Feb-16,2.58
  2018 Feb-12 to Feb-16,2.53
  2018 Feb-12 to Feb-16,2.49
  2018 Feb-12 to Feb-16,2.49
  2018 Feb-19 to Feb-23,
  2018 Feb-19 to Feb-23,2.61
  2018 Feb-19 to Feb-23,2.65
  2018 Feb-19 to Feb-23,2.65
  2018 Feb-19 to Feb-23,2.58
  2018 Feb-26 to Mar- 2,2.60
  2018 Feb-26 to Mar- 2,2.59
  2018 Feb-26 to Mar- 2,2.66
  2018 Feb-26 to Mar- 2,2.67
  2018 Feb-26 to Mar- 2,2.67
  2018 Mar- 5 to Mar- 9,2.70
  2018 Mar- 5 to Mar- 9,2.70
  2018 Mar- 5 to Mar- 9,2.80
  2018 Mar- 5 to Mar- 9,2.80
  2018 Mar- 5 to Mar- 9,2.71
  2018 Mar-12 to Mar-16,2.78
  2018 Mar-12 to Mar-16,2.76
  2018 Mar-12 to Mar-16,2.69
  2018 Mar-12 to Mar-16,2.70
  2018 Mar-12 to Mar-16,2.62
  2018 Mar-19 to Mar-23,2.62
  2018 Mar-19 to Mar-23,2.71
  2018 Mar-19 to Mar-23,2.74
  2018 Mar-19 to Mar-23,2.62
  2018 Mar-19 to Mar-23,2.58
  2018 Mar-26 to Mar-30,2.63
  2018 Mar-26 to Mar-30,2.60
  2018 Mar-26 to Mar-30,2.64
  2018 Mar-26 to Mar-30,2.81
  2018 Mar-26 to Mar-30,
  2018 Apr- 2 to Apr- 6,2.75
  2018 Apr- 2 to Apr- 6,2.75
  2018 Apr- 2 to Apr- 6,2.81
  2018 Apr- 2 to Apr- 6,2.81
  2018 Apr- 2 to Apr- 6,2.81
  2018 Apr- 9 to Apr-13,2.78
  2018 Apr- 9 to Apr-13,2.78
  2018 Apr- 9 to Apr-13,2.74
  2018 Apr- 9 to Apr-13,2.76
  2018 Apr- 9 to Apr-13,2.82
  2018 Apr-16 to Apr-20,2.88
  2018 Apr-16 to Apr-20,2.84
  2018 Apr-16 to Apr-20,2.85
  2018 Apr-16 to Apr-20,2.80
  2018 Apr-16 to Apr-20,2.78
  2018 Apr-23 to Apr-27,2.78
  2018 Apr-23 to Apr-27,2.79
  2018 Apr-23 to Apr-27,2.81
  2018 Apr-23 to Apr-27,2.81
  2018 Apr-23 to Apr-27,2.82
  2018 Apr-30 to May- 4,2.75
  2018 Apr-30 to May- 4,2.75
  2018 Apr-30 to May- 4,2.77
  2018 Apr-30 to May- 4,2.75
  2018 Apr-30 to May- 4,2.75
  2018 May- 7 to May-11,2.74
  2018 May- 7 to May-11,2.77
  2018 May- 7 to May-11,2.75
  2018 May- 7 to May-11,2.78
  2018 May- 7 to May-11,2.75
  2018 May-14 to May-18,2.84
  2018 May-14 to May-18,2.83
  2018 May-14 to May-18,2.85
  2018 May-14 to May-18,2.75
  2018 May-14 to May-18,2.75
  2018 May-21 to May-25,2.77
  2018 May-21 to May-25,2.76
  2018 May-21 to May-25,2.89
  2018 May-21 to May-25,2.88
  2018 May-21 to May-25,2.88
  2018 May-28 to Jun- 1,
  2018 May-28 to Jun- 1,2.84
  2018 May-28 to Jun- 1,2.83
  2018 May-28 to Jun- 1,2.94
  2018 May-28 to Jun- 1,2.91
  2018 Jun- 4 to Jun- 8,2.89
  2018 Jun- 4 to Jun- 8,2.89
  2018 Jun- 4 to Jun- 8,2.89
  2018 Jun- 4 to Jun- 8,3.02
  2018 Jun- 4 to Jun- 8,2.91
  2018 Jun-11 to Jun-15,3.00
  2018 Jun-11 to Jun-15,2.98
  2018 Jun-11 to Jun-15,2.98
  2018 Jun-11 to Jun-15,2.99
  2018 Jun-11 to Jun-15,3.02
  2018 Jun-18 to Jun-22,2.99
  2018 Jun-18 to Jun-22,2.95
  2018 Jun-18 to Jun-22,2.96
  2018 Jun-18 to Jun-22,3.08
  2018 Jun-18 to Jun-22,2.95
  2018 Jun-25 to Jun-29,2.96
  2018 Jun-25 to Jun-29,2.98
  2018 Jun-25 to Jun-29,3.01
  2018 Jun-25 to Jun-29,2.99
  2018 Jun-25 to Jun-29,2.96
  2018 Jul- 2 to Jul- 6,2.90
  2018 Jul- 2 to Jul- 6,2.90
  2018 Jul- 2 to Jul- 6,
  2018 Jul- 2 to Jul- 6,2.91
  2018 Jul- 2 to Jul- 6,2.91
  2018 Jul- 9 to Jul-13,2.90
  2018 Jul- 9 to Jul-13,2.90
  2018 Jul- 9 to Jul-13,2.89
  2018 Jul- 9 to Jul-13,2.89
  2018 Jul- 9 to Jul-13,2.86
  2018 Jul-16 to Jul-20,2.76
  2018 Jul-16 to Jul-20,2.81
  2018 Jul-16 to Jul-20,2.80
  2018 Jul-16 to Jul-20,2.75
  2018 Jul-16 to Jul-20,2.79
  2018 Jul-23 to Jul-27,2.79
  2018 Jul-23 to Jul-27,2.73
  2018 Jul-23 to Jul-27,2.82
  2018 Jul-23 to Jul-27,2.82
  2018 Jul-23 to Jul-27,2.78
  2018 Jul-30 to Aug- 3,2.75
  2018 Jul-30 to Aug- 3,2.82
  2018 Jul-30 to Aug- 3,2.80
  2018 Jul-30 to Aug- 3,2.77
  2018 Jul-30 to Aug- 3,2.86
  2018 Aug- 6 to Aug-10,2.85
  2018 Aug- 6 to Aug-10,2.95
  2018 Aug- 6 to Aug-10,2.99
  2018 Aug- 6 to Aug-10,3.02
  2018 Aug- 6 to Aug-10,2.96
  2018 Aug-13 to Aug-17,2.92
  2018 Aug-13 to Aug-17,3.02
  2018 Aug-13 to Aug-17,3.02
  2018 Aug-13 to Aug-17,3.02
  2018 Aug-13 to Aug-17,3.01
  2018 Aug-20 to Aug-24,3.04
  2018 Aug-20 to Aug-24,3.01
  2018 Aug-20 to Aug-24,3.02
  2018 Aug-20 to Aug-24,3.01
  2018 Aug-20 to Aug-24,2.99
  2018 Aug-27 to Aug-31,2.98
  2018 Aug-27 to Aug-31,2.98
  2018 Aug-27 to Aug-31,2.96
  2018 Aug-27 to Aug-31,2.96
  2018 Aug-27 to Aug-31,2.98
  2018 Sep- 3 to Sep- 7,
  2018 Sep- 3 to Sep- 7,2.96
  2018 Sep- 3 to Sep- 7,3.00
  2018 Sep- 3 to Sep- 7,2.93
  2018 Sep- 3 to Sep- 7,2.88
  2018 Sep-10 to Sep-14,2.90
  2018 Sep-10 to Sep-14,2.94
  2018 Sep-10 to Sep-14,2.98
  2018 Sep-10 to Sep-14,2.94
  2018 Sep-10 to Sep-14,2.91
  2018 Sep-17 to Sep-21,2.95
  2018 Sep-17 to Sep-21,3.00
  2018 Sep-17 to Sep-21,3.11
  2018 Sep-17 to Sep-21,3.07
  2018 Sep-17 to Sep-21,3.02
  2018 Sep-24 to Sep-28,3.04
  2018 Sep-24 to Sep-28,3.12
  2018 Sep-24 to Sep-28,3.10
  2018 Sep-24 to Sep-28,3.05
  2018 Sep-24 to Sep-28,3.01
  2018 Oct- 1 to Oct- 5,3.13
  2018 Oct- 1 to Oct- 5,3.14
  2018 Oct- 1 to Oct- 5,3.26
  2018 Oct- 1 to Oct- 5,3.39
  2018 Oct- 1 to Oct- 5,3.25
  2018 Oct- 8 to Oct-12,3.28
  2018 Oct- 8 to Oct-12,3.40
  2018 Oct- 8 to Oct-12,3.45
  2018 Oct- 8 to Oct-12,3.16
  2018 Oct- 8 to Oct-12,3.19
  2018 Oct-15 to Oct-19,3.26
  2018 Oct-15 to Oct-19,3.27
  2018 Oct-15 to Oct-19,3.30
  2018 Oct-15 to Oct-19,3.28
  2018 Oct-15 to Oct-19,3.20
  2018 Oct-22 to Oct-26,3.20
  2018 Oct-22 to Oct-26,3.28
  2018 Oct-22 to Oct-26,3.42
  2018 Oct-22 to Oct-26,3.42
  2018 Oct-22 to Oct-26,3.27
  2018 Oct-29 to Nov- 2,3.20
  2018 Oct-29 to Nov- 2,3.27
  2018 Oct-29 to Nov- 2,3.31
  2018 Oct-29 to Nov- 2,3.36
  2018 Oct-29 to Nov- 2,3.26
  2018 Nov- 5 to Nov- 9,3.53
  2018 Nov- 5 to Nov- 9,3.53
  2018 Nov- 5 to Nov- 9,3.54
  2018 Nov- 5 to Nov- 9,3.54
  2018 Nov- 5 to Nov- 9,3.74
  2018 Nov-12 to Nov-16,3.96
  2018 Nov-12 to Nov-16,4.10
  2018 Nov-12 to Nov-16,4.10
  2018 Nov-12 to Nov-16,4.69
  2018 Nov-12 to Nov-16,4.30
  2018 Nov-19 to Nov-23,4.65
  2018 Nov-19 to Nov-23,4.65
  2018 Nov-19 to Nov-23,4.70
  2018 Nov-19 to Nov-23,
  2018 Nov-19 to Nov-23,
  2018 Nov-26 to Nov-30,4.28
  2018 Nov-26 to Nov-30,4.28
  2018 Nov-26 to Nov-30,4.50
  2018 Nov-26 to Nov-30,4.50
  2018 Nov-26 to Nov-30,4.61
  2018 Dec- 3 to Dec- 7,4.40
  2018 Dec- 3 to Dec- 7,4.40
  2018 Dec- 3 to Dec- 7,4.69
  2018 Dec- 3 to Dec- 7,4.44
  2018 Dec- 3 to Dec- 7,4.51
  2018 Dec-10 to Dec-14,4.54
  2018 Dec-10 to Dec-14,4.53
  2018 Dec-10 to Dec-14,4.53
  2018 Dec-10 to Dec-14,4.31
  2018 Dec-10 to Dec-14,3.99
  2018 Dec-17 to Dec-21,3.80
  2018 Dec-17 to Dec-21,3.80
  2018 Dec-17 to Dec-21,3.64
  2018 Dec-17 to Dec-21,3.70
  2018 Dec-17 to Dec-21,3.70
  2018 Dec-24 to Dec-28,
  2018 Dec-24 to Dec-28,
  2018 Dec-24 to Dec-28,3.42
  2018 Dec-24 to Dec-28,3.10
  2018 Dec-24 to Dec-28,3.25
  2018 Dec-31 to Jan- 4,
  2018 Dec-31 to Jan- 4,
  2018 Dec-31 to Jan- 4,3.25
  2018 Dec-31 to Jan- 4,2.72
  2018 Dec-31 to Jan- 4,2.80
  2019 Jan- 7 to Jan-11,2.74
  2019 Jan- 7 to Jan-11,2.89
  2019 Jan- 7 to Jan-11,2.92
  2019 Jan- 7 to Jan-11,2.95
  2019 Jan- 7 to Jan-11,2.95
  2019 Jan-14 to Jan-18,3.36
  2019 Jan-14 to Jan-18,3.54
  2019 Jan-14 to Jan-18,3.58
  2019 Jan-14 to Jan-18,3.58
  2019 Jan-14 to Jan-18,3.43
  2019 Jan-21 to Jan-25,
  2019 Jan-21 to Jan-25,3.43
  2019 Jan-21 to Jan-25,3.13
  2019 Jan-21 to Jan-25,3.13
  2019 Jan-21 to Jan-25,3.07
  2019 Jan-28 to Feb- 1,3.05
  2019 Jan-28 to Feb- 1,2.94
  2019 Jan-28 to Feb- 1,3.00
  2019 Jan-28 to Feb- 1,2.82
  2019 Jan-28 to Feb- 1,2.70
  2019 Feb- 4 to Feb- 8,2.57
  2019 Feb- 4 to Feb- 8,2.54
  2019 Feb- 4 to Feb- 8,2.58
  2019 Feb- 4 to Feb- 8,2.62
  2019 Feb- 4 to Feb- 8,2.66
  2019 Feb-11 to Feb-15,2.76
  2019 Feb-11 to Feb-15,2.71
  2019 Feb-11 to Feb-15,2.61
  2019 Feb-11 to Feb-15,2.61
  2019 Feb-11 to Feb-15,2.59
  2019 Feb-18 to Feb-22,
  2019 Feb-18 to Feb-22,2.69
  2019 Feb-18 to Feb-22,2.69
  2019 Feb-18 to Feb-22,2.73
  2019 Feb-18 to Feb-22,2.74
  2019 Feb-25 to Mar- 1,2.84
  2019 Feb-25 to Mar- 1,2.74
  2019 Feb-25 to Mar- 1,2.89
  2019 Feb-25 to Mar- 1,2.89
  2019 Feb-25 to Mar- 1,3.19
  2019 Mar- 4 to Mar- 8,4.25
  2019 Mar- 4 to Mar- 8,3.18
  2019 Mar- 4 to Mar- 8,3.18
  2019 Mar- 4 to Mar- 8,2.90
  2019 Mar- 4 to Mar- 8,2.90
  2019 Mar-11 to Mar-15,2.86
  2019 Mar-11 to Mar-15,2.83
  2019 Mar-11 to Mar-15,2.87
  2019 Mar-11 to Mar-15,2.95
  2019 Mar-11 to Mar-15,2.95
  2019 Mar-18 to Mar-22,2.90
  2019 Mar-18 to Mar-22,2.92
  2019 Mar-18 to Mar-22,2.86
  2019 Mar-18 to Mar-22,2.86
  2019 Mar-18 to Mar-22,2.75
  2019 Mar-25 to Mar-29,2.72
  2019 Mar-25 to Mar-29,2.74
  2019 Mar-25 to Mar-29,2.69
  2019 Mar-25 to Mar-29,2.69
  2019 Mar-25 to Mar-29,2.73
  2019 Apr- 1 to Apr- 5,2.73
  2019 Apr- 1 to Apr- 5,2.76
  2019 Apr- 1 to Apr- 5,2.74
  2019 Apr- 1 to Apr- 5,2.66
  2019 Apr- 1 to Apr- 5,2.62
  2019 Apr- 8 to Apr-12,2.72
  2019 Apr- 8 to Apr-12,2.71
  2019 Apr- 8 to Apr-12,2.72
  2019 Apr- 8 to Apr-12,2.72
  2019 Apr- 8 to Apr-12,2.75
  2019 Apr-15 to Apr-19,2.75
  2019 Apr-15 to Apr-19,2.66
  2019 Apr-15 to Apr-19,2.55
  2019 Apr-15 to Apr-19,2.54
  2019 Apr-15 to Apr-19,
  2019 Apr-22 to Apr-26,2.61
  2019 Apr-22 to Apr-26,2.53
  2019 Apr-22 to Apr-26,2.53
  2019 Apr-22 to Apr-26,2.54
  2019 Apr-22 to Apr-26,2.58
  2019 Apr-29 to May- 3,2.58
  2019 Apr-29 to May- 3,2.59
  2019 Apr-29 to May- 3,2.59
  2019 Apr-29 to May- 3,2.63
  2019 Apr-29 to May- 3,2.59
  2019 May- 6 to May-10,2.54
  2019 May- 6 to May-10,2.54
  2019 May- 6 to May-10,2.64
  2019 May- 6 to May-10,2.62
  2019 May- 6 to May-10,2.64
  2019 May-13 to May-17,2.71
  2019 May-13 to May-17,2.70
  2019 May-13 to May-17,2.69
  2019 May-13 to May-17,2.62
